elo_diff,avg_elo,material_diff_last,material_diff_avg,material_diff_var,ply_count,time_base,time_increment,outcome
-218.0,1627.0,-3,-2.0,0.2,112,900.0,0.0,0
97.0,1729.5,-12,-8.4,22.64,132,1200.0,5.0,-1
287.0,1683.5,-18,-18.0,0.0,116,900.0,0.0,-1
121.0,1754.5,4,4.2,0.15999999999999998,125,900.0,0.0,1
112.0,2090.0,10,8.5,5.25,57,900.0,0.0,1
-30.0,1670.0,3,1.6,1.44,30,900.0,2.0,-1
199.0,1621.5,1,0.1,0.6900000000000001,15,900.0,0.0,1
-118.0,2090.0,-7,-7.0,0.0,81,900.0,0.0,0
-191.0,1621.5,-3,-2.6,2.44,62,900.0,0.0,-1
-96.0,1761.0,-8,-6.1,0.49000000000000005,110,900.0,0.0,-1
173.0,2376.5,2,-0.1,9.69,72,900.0,0.0,1
37.0,2005.5,2,-0.4,1.44,63,900.0,0.0,1
-76.0,1580.0,6,6.0,12.8,27,900.0,0.0,1
62.0,1580.0,17,9.8,5.76,137,900.0,0.0,1
29.0,1504.5,4,3.9,0.49000000000000005,29,900.0,0.0,1
84.0,1827.0,-3,-2.1,1.89,36,900.0,0.0,-1
37.0,1509.5,5,6.2,0.96,38,600.0,12.0,-1
-53.0,2256.5,-4,-3.1,1.89,104,900.0,0.0,-1
-156.0,2409.0,0,1.0,7.2,78,900.0,0.0,-1
-21.0,1509.5,-13,-4.1,10.89,54,600.0,12.0,-1
156.0,1567.0,-9,-9.0,0.0,174,900.0,0.0,-1
-180.0,1567.0,12,6.4,13.440000000000001,131,900.0,0.0,1
145.0,2408.5,3,1.5,2.25,75,900.0,0.0,1
-321.0,1666.5,0,-1.8,8.16,87,900.0,0.0,1
-130.0,2218.0,-5,-1.6,12.239999999999998,86,900.0,0.0,-1
-162.0,1567.0,-5,-2.6,1.44,32,900.0,0.0,-1
152.0,1567.0,8,0.0,9.2,67,900.0,0.0,1
-119.0,1820.5,10,7.6,2.6399999999999997,129,900.0,0.0,1
203.0,1737.5,-1,-1.0,0.0,108,900.0,0.0,-1
816.0,1611.0,0,1.0,1.6,49,900.0,0.0,1
266.0,1642.0,7,6.9,0.09,67,1200.0,5.0,1
-142.0,1567.0,-1,-0.8,1.7599999999999998,94,900.0,0.0,-1
166.0,1567.0,-10,-6.0,7.2,50,900.0,0.0,-1
-156.0,1567.0,-2,-1.2,1.9600000000000002,28,900.0,0.0,-1
164.0,1567.0,3,-1.5,2.25,157,900.0,0.0,0
302.0,1639.0,-8,-3.0,5.0,64,1200.0,20.0,-1
260.0,1642.0,8,6.5,0.45,105,1200.0,5.0,1
-424.0,1614.0,-1,-1.8,0.16,66,900.0,0.0,-1
-188.0,1567.0,-5,-2.2,12.36,35,900.0,0.0,1
-148.0,2052.0,-4,-3.7,0.8099999999999999,118,900.0,0.0,-1
-589.0,2134.5,-8,-5.9,1.29,69,900.0,0.0,-1
-172.0,1567.0,0,-0.3,0.20999999999999996,62,900.0,0.0,-1
164.0,1567.0,8,2.7,3.41,57,900.0,0.0,1
-154.0,1567.0,-9,-4.5,2.25,50,900.0,0.0,-1
144.0,1567.0,4,1.5,1.65,39,900.0,0.0,1
-230.0,1409.0,8,8.0,0.0,83,900.0,0.0,1
16.0,1766.0,-15,-16.2,0.56,126,900.0,0.0,-1
147.0,2086.5,-10,-2.8,5.76,158,900.0,0.0,-1
-134.0,1567.0,-4,-3.8,2.7600000000000002,44,900.0,0.0,-1
124.0,1567.0,7,1.8,8.959999999999999,37,900.0,0.0,1
138.0,2052.0,6,6.0,0.0,121,900.0,0.0,1
-112.0,1567.0,-4,-2.1,0.49000000000000005,40,900.0,0.0,-1
288.0,1872.0,5,2.9,4.89,57,900.0,0.0,1
100.0,1567.0,0,0.0,0.0,111,900.0,0.0,1
9.0,1511.5,7,6.3,0.21000000000000002,95,600.0,12.0,1
-122.0,1567.0,14,8.4,13.440000000000001,119,900.0,0.0,1
-137.0,1766.5,0,0.0,0.0,133,900.0,0.0,-1
144.0,1567.0,-13,-5.8,5.76,134,900.0,0.0,-1
-46.0,1731.0,13,5.4,8.64,81,900.0,0.0,1
-134.0,1567.0,-8,-2.5,3.85,46,900.0,0.0,-1
124.0,1567.0,5,3.9,0.89,67,900.0,0.0,1
-137.0,2086.5,-4,-1.6,1.44,45,900.0,0.0,-1
-114.0,1567.0,-4,-0.7,2.0100000000000002,28,900.0,0.0,-1
31.0,1767.5,-8,-8.0,0.0,100,900.0,0.0,-1
102.0,1567.0,5,2.3,2.0100000000000002,37,900.0,0.0,1
-124.0,1567.0,4,3.4,0.24,113,900.0,0.0,1
102.0,1884.0,5,5.0,0.0,165,900.0,0.0,0
-128.0,2052.0,-5,-3.1,0.49000000000000005,118,900.0,0.0,-1
114.0,1567.0,4,1.6,1.44,25,900.0,0.0,1
-102.0,1567.0,-3,-0.6,1.44,12,900.0,0.0,-1
159.0,2086.5,-3,-2.5,0.25,96,900.0,0.0,-1
90.0,1567.0,4,-0.8,2.76,41,900.0,0.0,1
-110.0,1567.0,9,9.0,0.0,105,900.0,0.0,1
-90.0,1884.0,-10,-1.2,8.760000000000002,68,900.0,0.0,-1
81.0,1553.5,6,3.7,0.8099999999999999,83,600.0,12.0,1
132.0,1567.0,-1,-1.6,0.24,58,900.0,0.0,-1
-122.0,1567.0,-2,-2.3,0.8099999999999999,54,900.0,0.0,-1
-153.0,1773.5,4,1.8,7.5600000000000005,44,900.0,0.0,1
144.0,1567.0,-11,-9.6,0.44000000000000006,98,900.0,0.0,-1
-63.0,1674.5,-5,-5.0,0.0,59,900.0,0.0,1
-149.0,2086.5,-5,-4.5,2.25,36,900.0,0.0,-1
-168.0,1567.0,8,8.0,0.0,95,900.0,0.0,1
158.0,1567.0,3,1.0,1.8,43,900.0,0.0,1
80.0,1640.0,21,20.2,5.76,83,900.0,0.0,1
13.0,1691.5,2,2.5,2.25,73,900.0,0.0,1
-148.0,1567.0,-3,-1.1,0.49000000000000005,30,900.0,0.0,-1
-19.0,1514.5,1,1.0,0.6,37,600.0,12.0,1
138.0,1567.0,5,-0.5,10.45,37,900.0,0.0,1
3.0,1514.5,2,2.0,0.0,45,600.0,12.0,1
252.0,1987.0,1,0.2,0.16000000000000003,30,900.0,0.0,1
-137.0,1566.5,-1,-0.5,4.45,60,900.0,5.0,-1
-19.0,1514.5,9,7.5,2.25,115,600.0,12.0,1
-242.0,1989.0,-12,-4.2,10.559999999999999,70,900.0,0.0,-1
-180.0,1910.0,12,4.9,5.6899999999999995,109,900.0,0.0,1
-17.0,1646.5,0,1.0,1.4,137,900.0,2.0,0
3.0,1691.5,0,-0.8,5.5600000000000005,54,900.0,0.0,-1
-211.0,1501.5,-6,-4.2,12.959999999999999,27,900.0,0.0,1
13.0,1691.5,-2,-2.3,0.8099999999999999,40,900.0,0.0,-1
1144.0,2326.0,5,1.7,3.81,59,900.0,5.0,1
-31.0,1691.5,3,1.7,1.8099999999999998,47,900.0,0.0,1
-131.0,1771.5,21,18.6,13.440000000000001,123,900.0,0.0,1
15.0,1691.5,7,3.8,3.3600000000000003,53,900.0,0.0,1
129.0,1688.5,5,2.2,3.56,40,900.0,0.0,1
83.0,1832.5,9,6.2,2.16,60,900.0,0.0,1
-44.0,1492.0,0,0.8,0.16,81,600.0,12.0,1
1.0,1691.5,-3,-3.0,0.0,40,900.0,0.0,-1
-55.0,1645.5,-10,-8.3,2.41,42,900.0,0.0,-1
15.0,1691.5,-3,-3.1,0.09,84,900.0,0.0,-1
-283.0,1842.5,0,0.1,1.89,62,900.0,0.0,-1
124.0,1685.0,9,8.1,1.49,59,900.0,0.0,1
38.0,2220.0,-5,-5.1,0.09,116,900.0,0.0,-1
193.0,1598.5,1,1.0,0.0,36,900.0,0.0,1
-166.0,1802.0,2,1.7,0.21000000000000002,63,900.0,0.0,1
124.0,2083.0,4,1.9,3.69,37,900.0,0.0,1
179.0,1617.5,1,7.5,10.65,133,900.0,0.0,1
302.0,1831.0,3,2.1,12.09,29,900.0,0.0,1
-75.0,1592.5,-16,-13.0,22.4,60,900.0,0.0,-1
490.0,1931.0,-16,-13.6,13.440000000000001,162,900.0,0.0,-1
-298.0,1831.0,-5,-2.1,1.8900000000000001,70,900.0,0.0,-1
-171.0,1617.5,-7,-7.1,1.29,76,900.0,0.0,-1
195.0,1783.5,5,3.5,0.65,131,900.0,0.0,1
111.0,1568.5,3,1.8,2.16,63,900.0,0.0,1
15.0,1687.5,0,7.3,6.01,136,900.0,0.0,0
161.0,1617.5,-6,-3.9,1.8900000000000001,35,900.0,0.0,1
97.0,2281.5,1,0.0,0.6,145,900.0,0.0,1
-50.0,1996.0,5,2.8,6.5600000000000005,20,900.0,0.0,1
-463.0,1911.5,1,1.0,0.0,26,900.0,0.0,-1
52.0,1996.0,1,1.0,0.0,382,900.0,0.0,0
-124.0,1765.0,-6,-1.5,2.25,52,900.0,0.0,-1
106.0,2080.0,4,1.9,3.69,37,900.0,0.0,1
3.0,1630.5,-2,-1.4,1.44,76,900.0,0.0,-1
-248.0,1648.0,3,-0.5,5.25,49,900.0,0.0,1
38.0,1654.0,-1,-0.7,0.8100000000000002,96,900.0,5.0,-1
112.0,1765.0,5,0.1,3.4900000000000007,35,900.0,0.0,1
-38.0,1654.0,7,6.7,0.21000000000000002,89,900.0,5.0,1
-54.0,1996.0,5,4.7,0.8099999999999999,65,900.0,0.0,0
-4.0,1781.0,10,6.0,16.0,181,900.0,0.0,1
38.0,1654.0,3,0.3,2.6100000000000003,25,900.0,5.0,1
-38.0,1654.0,8,8.2,0.76,57,900.0,5.0,1
40.0,1996.0,5,5.0,0.0,189,900.0,0.0,1
-389.0,1684.5,0,0.0,0.0,10,900.0,0.0,-1
-539.0,2553.5,-16,-8.8,12.959999999999999,89,900.0,0.0,-1
-41.0,1961.5,-2,-2.0,0.0,187,900.0,5.0,0
724.0,1886.0,7,6.7,16.009999999999998,47,1980.0,33.0,1
-90.0,1145.0,-23,-22.1,1.09,82,900.0,0.0,-1
94.0,1145.0,-6,-6.0,0.0,91,900.0,0.0,0
244.0,1851.0,0,0.0,2.0,71,900.0,0.0,1
170.0,1911.0,9,9.0,0.0,88,900.0,0.0,1
97.0,1670.5,-2,-1.0,0.6,104,900.0,0.0,-1
-22.0,1522.0,-1,-0.8,0.36,69,900.0,0.0,1
228.0,1628.0,4,-0.1,4.090000000000001,177,900.0,0.0,1
376.0,1813.0,15,12.6,13.440000000000001,153,900.0,0.0,1
-128.0,1555.0,-23,-15.8,5.76,98,900.0,0.0,-1
-198.0,1909.0,0,-0.1,0.09,71,900.0,0.0,1
-141.0,1761.5,12,12.8,0.16,83,900.0,0.0,1
191.0,1535.5,-11,-1.1,30.089999999999996,98,900.0,0.0,-1
-183.0,1535.5,-1,-1.7,1.6099999999999999,66,900.0,0.0,-1
-116.0,1672.0,-1,-1.0,0.0,37,900.0,0.0,1
-57.0,1662.5,-9,-9.0,0.0,168,900.0,0.0,-1
-67.0,1742.5,0,0.0,0.0,72,900.0,0.0,-1
-286.0,1686.0,-9,-9.0,0.0,140,900.0,0.0,-1
77.0,1662.5,-15,-15.2,1.56,56,900.0,0.0,-1
32.0,1532.0,-3,-3.0,0.0,67,1200.0,5.0,1
-104.0,1899.0,-1,-0.9,9.690000000000001,144,900.0,15.0,-1
-91.0,1521.5,4,3.4,2.6399999999999997,61,900.0,0.0,1
-110.0,1818.0,5,-3.0,7.8,75,900.0,0.0,-1
104.0,1672.0,13,10.0,1.2,111,900.0,0.0,1
-91.0,1584.5,-2,-2.0,0.0,72,900.0,0.0,-1
280.0,1686.0,9,9.0,0.0,115,900.0,0.0,1
146.0,1516.0,-10,-9.1,2.0900000000000003,108,900.0,0.0,-1
-63.0,1662.5,-9,-6.1,6.890000000000001,140,900.0,0.0,-1
132.0,1818.0,-5,-5.1,0.09,60,900.0,0.0,-1
49.0,1662.5,11,11.0,0.0,101,900.0,0.0,1
-170.0,2373.0,-11,-7.3,9.01,79,900.0,0.0,-1
-31.0,1665.5,-3,-0.3,0.8100000000000002,48,900.0,0.0,-1
-274.0,1686.0,-11,-8.4,11.440000000000001,100,900.0,0.0,-1
-55.0,1672.5,-11,-8.5,6.25,170,900.0,0.0,-1
227.0,1655.5,3,3.0,0.2,73,1200.0,5.0,1
10.0,1647.0,-3,-3.0,0.0,115,900.0,0.0,-1
92.0,1899.0,0,-1.1,0.6900000000000001,29,900.0,15.0,1
41.0,1672.5,-1,-0.8,0.9599999999999997,47,900.0,0.0,1
-59.0,1672.5,6,4.8,0.76,59,900.0,0.0,1
45.0,1672.5,10,5.0,10.8,97,900.0,0.0,1
-281.0,1829.5,-9,-0.8,7.56,40,900.0,0.0,-1
124.0,1609.0,11,8.2,2.96,75,1200.0,10.0,1
-63.0,1672.5,8,5.4,1.44,71,900.0,0.0,1
58.0,1707.0,-3,-3.0,0.0,101,900.0,0.0,0
-80.0,1899.0,1,0.7,0.21000000000000002,58,900.0,15.0,-1
275.0,1829.5,0,0.0,0.0,29,900.0,0.0,1
-284.0,1243.0,-31,-30.9,0.09,88,900.0,0.0,-1
-115.0,2063.5,-3,-2.7,0.8099999999999999,51,900.0,0.0,1
-316.0,1724.0,0,0.5,8.25,28,900.0,0.0,-1
-269.0,1829.5,-5,-2.6,2.8399999999999994,56,900.0,0.0,-1
103.0,2063.5,3,-1.2,11.16,67,900.0,0.0,1
15.0,2007.5,5,4.9,0.09,54,900.0,0.0,-1
103.0,1489.5,7,2.4,3.84,25,900.0,0.0,1
297.0,1829.5,-11,-9.0,1.8,98,900.0,0.0,-1
21.0,1538.5,-8,-7.2,0.15999999999999998,57,1200.0,0.0,-1
-91.0,2063.5,-6,-5.8,5.5600000000000005,62,900.0,0.0,-1
79.0,2063.5,6,2.4,8.639999999999999,71,900.0,0.0,1
-79.0,1519.5,21,21.0,0.0,91,900.0,0.0,1
-10.0,2022.0,1,0.5,2.25,202,900.0,0.0,0
62.0,1663.0,-6,-0.7,4.61,50,900.0,0.0,-1
-33.0,2007.5,3,3.0,0.0,101,900.0,0.0,1
361.0,1844.5,12,7.7,9.809999999999999,39,900.0,0.0,1
73.0,1839.5,10,4.9,13.290000000000001,61,900.0,0.0,1
-357.0,1844.5,-10,-1.3,10.809999999999999,34,900.0,0.0,-1
-291.0,1829.5,-1,-0.3,0.20999999999999996,70,900.0,0.0,-1
353.0,1844.5,3,0.1,1.8900000000000001,17,900.0,0.0,1
-349.0,1844.5,-1,-2.9,1.6900000000000002,46,900.0,0.0,-1
10.0,1773.0,-4,-2.5,9.45,94,900.0,0.0,-1
-99.0,2063.5,3,1.8,1.7599999999999998,63,900.0,0.0,1
-92.0,1668.0,11,2.4,10.44,67,900.0,0.0,1
87.0,2063.5,3,1.7,3.6099999999999994,51,900.0,0.0,1
113.0,1668.5,-2,-2.0,0.0,94,900.0,0.0,-1
-107.0,2063.5,0,-4.6,3.6399999999999997,43,900.0,0.0,1
51.0,2007.5,0,2.2,2.76,86,900.0,0.0,-1
82.0,1715.0,-2,0.0,1.6,124,900.0,0.0,-1
95.0,2063.5,4,4.0,0.0,37,900.0,0.0,1
203.0,1717.5,11,7.3,17.81,77,900.0,0.0,1
66.0,1899.0,7,1.8,3.1600000000000006,95,900.0,15.0,1
-117.0,2063.5,-5,-2.1,4.09,49,900.0,0.0,1
141.0,1552.5,0,0.0,0.0,145,900.0,0.0,0
6.0,1773.0,-22,-19.6,13.440000000000001,122,900.0,0.0,-1
-195.0,1717.5,-9,-9.0,0.0,124,900.0,0.0,-1
363.0,2104.5,8,8.0,0.0,147,900.0,0.0,1
-629.0,2553.5,-1,-2.4,0.8400000000000001,112,900.0,1.0,-1
105.0,2063.5,1,0.8,0.16,77,900.0,0.0,1
187.0,1717.5,9,5.7,6.81,131,900.0,0.0,1
22.0,1661.0,3,2.9,0.09,95,900.0,0.0,1
-86.0,1899.0,6,3.4,4.640000000000001,51,900.0,15.0,1
-179.0,1717.5,-17,-9.0,7.2,122,900.0,0.0,-1
-127.0,2063.5,3,-1.3,4.8100000000000005,45,900.0,0.0,1
-37.0,2007.5,-13,-7.7,3.81,94,900.0,0.0,-1
-65.0,1800.5,-13,-4.9,7.290000000000001,92,900.0,0.0,-1
-94.0,1570.0,0,0.4,13.440000000000001,31,900.0,0.0,-1
10.0,1773.0,-5,-4.1,1.09,96,900.0,0.0,-1
171.0,1717.5,2,0.4,0.44000000000000006,29,900.0,0.0,1
-161.0,1717.5,-13,-9.4,1.44,88,900.0,0.0,-1
149.0,2063.5,3,3.9,0.09,84,900.0,0.0,-1
151.0,1717.5,10,4.3,4.41,57,900.0,0.0,1
106.0,1899.0,-6,-2.0,7.0,66,900.0,15.0,-1
691.0,2521.5,11,6.8,3.96,51,900.0,1.0,1
-141.0,1717.5,-7,-7.0,0.0,134,900.0,0.0,-1
-94.0,1899.0,1,1.0,5.0,42,900.0,15.0,-1
-161.0,1561.5,-6,-5.5,1.05,98,900.0,0.0,-1
195.0,1702.5,0,0.0,0.0,33,900.0,0.0,-1
23.0,2007.5,8,5.6,1.44,39,900.0,0.0,1
50.0,1802.0,2,2.0,0.0,85,900.0,0.0,0
-187.0,1702.5,-3,-2.9,0.09,76,900.0,0.0,-1
148.0,1566.0,0,0.1,0.09,37,900.0,0.0,1
-41.0,1661.5,9,8.4,0.24,71,900.0,0.0,1
116.0,1899.0,-4,-3.3,0.21000000000000002,108,900.0,15.0,-1
-31.0,1664.5,-17,-6.3,16.609999999999996,120,900.0,0.0,-1
-138.0,1899.0,6,3.0,1.2,65,900.0,15.0,1
33.0,1948.5,-2,-2.2,0.96,31,2700.0,45.0,1
1277.0,2259.5,9,0.9,7.890000000000001,29,900.0,5.0,1
397.0,2217.5,-1,-1.0,0.0,113,900.0,0.0,1
60.0,1662.0,-11,-3.8,5.76,72,900.0,0.0,-1
-12.0,1829.0,9,0.9,7.290000000000001,39,900.0,0.0,1
-226.0,1584.0,2,-1.9,1.89,79,900.0,0.0,1
-305.0,1482.5,-2,-2.0,0.0,62,900.0,5.0,-1
150.0,2096.0,7,2.5,10.05,20,900.0,0.0,1
126.0,1581.0,10,8.3,2.01,83,900.0,0.0,1
128.0,1899.0,1,-2.0,1.8,47,900.0,15.0,1
65.0,2262.5,-3,-3.0,0.0,153,900.0,0.0,-1
-140.0,2096.0,-2,-2.1,0.09,62,900.0,0.0,-1
-219.0,1744.5,-3,-3.0,0.0,117,900.0,5.0,-1
253.0,1567.5,0,-1.2,0.9599999999999997,47,900.0,0.0,1
-17.0,1948.5,0,-0.3,0.8100000000000002,42,2700.0,45.0,-1
83.0,2862.5,-2,-2.0,0.0,284,900.0,1.0,0
-71.0,2000.5,9,8.9,0.89,58,900.0,0.0,1
-172.0,1604.0,-10,-3.6,7.24,56,900.0,0.0,-1
-95.0,1146.5,-12,-12.0,0.0,208,900.0,0.0,0
19.0,2312.5,6,0.1,14.09,54,900.0,0.0,1
118.0,1899.0,1,1.1,0.09,87,900.0,15.0,1
59.0,1652.5,-10,-2.2,6.959999999999999,54,900.0,0.0,-1
91.0,2000.5,0,0.0,0.0,16,900.0,0.0,-1
-79.0,2000.5,-9,-3.4,13.439999999999998,64,900.0,0.0,-1
-197.0,1604.5,-1,-1.0,0.0,73,900.0,0.0,1
-106.0,1899.0,-1,1.3,0.8099999999999999,42,900.0,15.0,-1
-69.0,1684.5,-3,-0.9,1.8900000000000001,34,900.0,0.0,-1
578.0,1822.0,0,0.0,0.0,41,900.0,0.0,1
55.0,1684.5,11,1.7,10.21,51,900.0,0.0,1
-41.0,1684.5,-15,-7.8,5.76,116,900.0,0.0,-1
-426.0,1896.0,-11,-2.5,8.65,54,900.0,0.0,-1
-1321.0,2193.5,-4,-1.5,3.85,42,900.0,5.0,-1
-155.0,1705.5,-7,-0.4,6.239999999999999,60,900.0,0.0,-1
86.0,1677.0,3,1.1,0.49000000000000005,33,900.0,0.0,1
-73.0,1729.5,8,0.7,6.01,31,900.0,0.0,1
43.0,1621.5,-4,-4.5,1.65,52,900.0,0.0,-1
51.0,2854.5,2,2.0,0.0,76,900.0,1.0,1
160.0,1717.0,-1,0.0,0.2,56,900.0,0.0,-1
99.0,1698.5,-4,-4.0,0.0,63,900.0,0.0,1
-57.0,2856.5,0,0.1,0.09,158,900.0,1.0,0
-272.0,1584.0,-19,-18.9,0.09,74,900.0,0.0,-1
17.0,2845.5,2,2.0,0.0,132,900.0,1.0,1
338.0,2132.0,12,6.6,5.04,71,900.0,0.0,1
179.0,1702.5,8,6.5,1.05,85,900.0,0.0,1
-171.0,1702.5,-9,-5.7,11.010000000000002,110,900.0,0.0,-1
-152.0,2919.0,-3,-3.2,0.15999999999999998,95,900.0,5.0,-1
56.0,1134.0,29,18.8,54.56,57,900.0,0.0,1
-39.0,1132.5,-23,-20.6,13.440000000000001,158,900.0,0.0,-1
62.0,1135.0,-21,-12.2,8.76,82,900.0,0.0,-1
111.0,2905.5,2,2.0,0.0,116,900.0,5.0,1
-812.0,1609.0,-4,-3.7,0.8099999999999999,24,900.0,0.0,-1
-134.0,2914.0,0,0.0,0.0,60,900.0,5.0,0
103.0,1839.5,1,0.7,0.21000000000000002,153,900.0,0.0,1
74.0,2892.0,4,1.7,2.01,62,900.0,5.0,1
-93.0,1839.5,2,4.1,1.89,69,900.0,0.0,1
73.0,1790.5,0,0.5,2.25,49,900.0,0.0,1
-249.0,2932.5,2,0.7,0.41,67,360.0,14.0,1
146.0,1726.0,-2,-2.0,0.0,68,900.0,0.0,-1
-44.0,1133.0,-21,-19.4,6.04,94,900.0,0.0,-1
-59.0,1790.5,-4,-4.3,3.6100000000000003,64,900.0,0.0,-1
-170.0,1726.0,0,-4.3,2.21,89,900.0,0.0,1
25.0,1130.5,21,13.7,30.01,97,900.0,0.0,1
160.0,1726.0,9,8.6,0.43999999999999995,93,900.0,0.0,1
-115.0,1554.5,-1,-1.0,0.0,114,900.0,0.0,-1
81.0,1839.5,4,3.3,0.21000000000000002,105,900.0,0.0,1
-176.0,1714.0,-9,-0.2,8.760000000000002,70,900.0,0.0,-1
-4.0,1128.0,-21,-17.5,15.25,84,900.0,0.0,-1
28.0,1131.0,2,2.9,0.09,80,900.0,0.0,-1
162.0,1750.0,-5,-4.4,4.04,50,900.0,0.0,-1
83.0,1139.5,-7,-6.2,0.76,66,900.0,0.0,-1
337.0,1844.5,1,0.7,0.21000000000000002,47,900.0,0.0,1
146.0,1724.0,8,8.0,0.0,173,900.0,0.0,1
122.0,1146.0,-5,-5.0,0.0,140,900.0,0.0,0
-281.0,1819.5,-4,-3.9,0.09,67,900.0,0.0,-1
5.0,1507.5,12,6.5,10.45,79,900.0,0.0,1
-136.0,1724.0,-10,-1.9,7.289999999999999,82,900.0,0.0,-1
-69.0,1839.5,-3,-2.9,0.09,78,900.0,0.0,-1
158.0,1724.0,1,1.3,0.21000000000000002,48,900.0,0.0,-1
-182.0,1724.0,1,0.5,0.25,45,900.0,0.0,1
134.0,1751.0,6,5.8,0.76,57,900.0,0.0,1
89.0,1839.5,-9,-4.0,10.8,176,900.0,0.0,-1
-392.0,1414.0,0,0.9,0.09,18,900.0,0.0,-1
-94.0,1765.0,-8,-7.3,2.21,54,900.0,0.0,-1
-77.0,1839.5,-4,-3.3,7.810000000000002,58,900.0,0.0,-1
118.0,1748.0,4,3.5,0.25,61,900.0,0.0,1
63.0,1839.5,14,13.2,5.76,133,900.0,0.0,1
-39.0,2311.5,9,5.6,6.840000000000001,103,900.0,0.0,1
-124.0,1748.0,-4,-4.0,0.0,63,900.0,0.0,0
434.0,1437.0,0,1.0,7.2,13,900.0,2.0,1
134.0,1582.0,6,5.1,0.09,129,900.0,2.0,1
24.0,1612.0,-1,0.1,1.49,49,900.0,0.0,1
-177.0,1778.5,-1,-0.7,0.21000000000000002,26,900.0,0.0,-1
-336.0,2122.0,-4,-4.9,7.290000000000001,76,900.0,0.0,-1
169.0,1778.5,7,0.8,6.960000000000001,49,900.0,0.0,1
292.0,1827.0,-14,-3.6,16.04,102,900.0,0.0,-1
59.0,1788.5,-2,-0.1,1.49,34,900.0,0.0,-1
-104.0,1143.0,-29,-25.6,13.040000000000001,168,900.0,0.0,-1
84.0,1139.0,10,10.0,0.0,161,900.0,0.0,1
-13.0,1832.5,-8,-8.0,0.0,74,900.0,0.0,-1
-320.0,1827.0,-1,-1.9,0.09,29,900.0,0.0,1
-61.0,1134.5,-25,-25.0,0.0,90,900.0,0.0,-1
36.0,1129.0,-1,-0.1,1.8900000000000001,83,900.0,0.0,1
-7.0,1122.5,-21,-18.1,24.490000000000002,104,900.0,0.0,-1
316.0,1827.0,9,1.9,5.6899999999999995,121,900.0,0.0,1
-26.0,1115.0,10,6.8,2.16,101,900.0,0.0,1
-6.0,1123.0,-1,-0.7,2.21,63,900.0,0.0,1
44.0,1133.0,4,2.1,2.4899999999999998,24,900.0,0.0,-1
-9.0,1123.5,-16,-16.2,0.16,122,900.0,0.0,-1
52.0,1136.0,-6,-6.0,0.0,74,900.0,0.0,-1
-13.0,1124.5,-36,-34.1,1.69,50,900.0,0.0,-1
15.0,1125.5,3,2.1,0.09,167,900.0,0.0,0
149.0,1697.5,1,1.0,0.0,102,1200.0,5.0,0
-41.0,1582.5,-16,-15.9,0.09,96,900.0,0.0,-1
39.0,1107.5,-19,-17.2,3.96,46,900.0,0.0,-1
53.0,1101.5,-16,-14.3,6.21,128,900.0,0.0,-1
-74.0,1557.0,-11,-8.4,0.8400000000000001,76,600.0,12.0,-1
19.0,1129.5,-9,-9.6,0.24,124,900.0,0.0,-1
27.0,1582.5,14,8.6,10.440000000000001,67,900.0,0.0,1
-130.0,1174.0,1,1.5,0.25,71,900.0,0.0,1
106.0,1692.0,8,4.5,5.45,99,900.0,0.0,1
296.0,1244.0,-1,-1.9,1.89,68,900.0,0.0,-1
62.0,2260.0,2,2.0,0.0,73,900.0,0.0,0
-128.0,1692.0,9,2.5,12.65,27,900.0,0.0,1
118.0,1692.0,8,7.3,9.809999999999999,37,900.0,0.0,1
-138.0,2405.0,-7,-2.0,18.0,84,900.0,0.0,-1
-140.0,1692.0,4,4.0,0.0,77,900.0,0.0,1
33.0,1645.5,10,10.0,0.0,103,900.0,0.0,1
-17.0,1645.5,-1,-0.1,0.09,110,900.0,0.0,-1
35.0,1645.5,-10,-5.8,2.76,50,900.0,0.0,-1
238.0,2351.0,12,3.2,8.760000000000002,57,900.0,0.0,1
140.0,1764.0,-4,-3.6,0.8400000000000001,92,900.0,0.0,-1
-291.0,1714.5,-10,-4.6,4.4399999999999995,60,900.0,0.0,-1
12.0,2180.0,5,1.5,5.25,63,900.0,0.0,1
22.0,2183.0,2,1.9,0.09,59,900.0,0.0,1
-515.0,2549.5,-4,-3.7,0.61,77,900.0,0.0,-1
-57.0,1732.5,-10,-2.4,20.64,88,900.0,0.0,-1
92.0,2136.0,-7,-3.8,5.16,82,900.0,0.0,-1
-17.0,2005.5,-9,-1.8,5.76,122,900.0,0.0,-1
30.0,2314.0,6,0.0,16.2,61,900.0,0.0,1
148.0,1565.0,-5,-5.0,0.0,142,900.0,0.0,-1
-39.0,1638.5,19,13.4,13.440000000000001,175,900.0,2.0,1
-132.0,2118.0,0,0.1,1.89,107,900.0,0.0,0
-138.0,1565.0,-5,-2.6,8.84,40,900.0,0.0,-1
160.0,1565.0,-18,-8.2,15.76,68,900.0,0.0,-1
-150.0,1565.0,-4,-1.1,2.29,24,900.0,0.0,-1
174.0,1565.0,-1,-1.3,0.8100000000000002,42,900.0,0.0,-1
25.0,1638.5,15,14.4,4.640000000000001,141,900.0,2.0,1
-166.0,1565.0,0,0.0,0.6,24,900.0,0.0,-1
156.0,1565.0,2,-0.9,1.6900000000000002,33,900.0,0.0,1
-146.0,1565.0,-6,-1.8,6.16,38,900.0,0.0,-1
