elo_diff,avg_elo,material_diff_last,material_diff_avg,material_diff_var,ply_count,time_base,time_increment,outcome
262.0,1413.0,5,0.9,2.69,19,900.0,0.0,1
-251.0,1415.5,-9,-9.0,0.0,126,900.0,0.0,-1
22.0,2046.0,4,1.7,8.41,69,900.0,0.0,1
299.0,1404.5,-4,-3.1,0.09,92,900.0,0.0,-1
69.0,1634.5,15,14.9,0.09,85,900.0,0.0,1
177.0,1743.5,-2,-2.0,0.0,85,900.0,0.0,0
-40.0,2046.0,-3,1.5,2.25,128,900.0,0.0,1
37.0,1579.5,7,3.4,8.639999999999999,71,900.0,0.0,1
152.0,1872.0,0,-0.1,0.6900000000000001,38,900.0,0.0,-1
-186.0,1697.0,-1,-0.1,0.09,10,900.0,0.0,-1
-21.0,1579.5,-9,-5.8,2.16,86,1200.0,5.0,-1
-159.0,1747.5,-14,-3.8,23.16,72,900.0,0.0,-1
26.0,2046.0,0,0.2,0.7600000000000001,37,900.0,0.0,1
98.0,1816.0,-10,-10.0,0.0,104,900.0,0.0,-1
-44.0,2046.0,2,5.9,1.89,80,900.0,0.0,1
76.0,1904.0,2,-0.3,1.4099999999999997,51,900.0,0.0,1
5.0,1579.5,13,1.9,18.29,69,1200.0,5.0,1
65.0,1756.5,2,-1.1,1.49,77,900.0,0.0,1
299.0,1714.5,11,9.4,10.84,33,900.0,2.0,1
139.0,1752.5,5,4.9,0.09,87,900.0,0.0,1
-22.0,2006.0,0,0.8,2.7600000000000002,70,2700.0,45.0,-1
19.0,1659.5,-11,-5.6,16.84,90,1200.0,0.0,-1
5.0,2275.5,-7,-5.3,0.61,108,900.0,0.0,-1
-23.0,1579.5,-4,-5.2,1.7600000000000002,93,1200.0,5.0,1
-76.0,1593.0,-4,-3.7,0.8099999999999999,51,900.0,2.0,1
-96.0,2106.0,9,3.9,4.89,51,900.0,0.0,1
50.0,1651.0,-12,-2.2,14.960000000000003,122,900.0,0.0,-1
33.0,1544.5,6,4.8,2.16,69,900.0,0.0,1
-35.0,1650.5,-7,-6.4,0.24,56,900.0,0.0,-1
84.0,2106.0,0,0.7,0.8099999999999999,18,900.0,0.0,1
-72.0,2106.0,-1,-3.1,7.290000000000001,64,900.0,0.0,-1
96.0,1593.0,-17,-15.4,1.24,62,900.0,2.0,-1
-118.0,1593.0,0,-0.5,2.25,99,900.0,2.0,1
92.0,2106.0,-9,-9.0,0.0,234,900.0,0.0,-1
255.0,1691.5,9,7.4,8.040000000000001,69,1680.0,12.0,1
-10.0,1744.0,3,3.0,0.0,61,900.0,0.0,1
-6.0,1744.0,2,-0.5,6.25,57,900.0,0.0,1
-114.0,2106.0,4,1.2,12.360000000000001,75,900.0,0.0,1
-51.0,1596.5,-7,-7.1,0.09,56,900.0,0.0,-1
71.0,1596.5,-3,-0.1,1.6900000000000002,40,900.0,0.0,-1
67.0,1722.5,-1,-1.0,0.0,74,900.0,0.0,-1
-146.0,1803.0,13,10.1,5.09,71,900.0,0.0,1
-91.0,1596.5,2,-0.6,2.04,49,900.0,0.0,1
570.0,2559.0,2,-1.9,3.8899999999999997,74,900.0,0.0,1
36.0,1765.0,3,2.6,1.6400000000000001,73,900.0,0.0,1
111.0,1596.5,-3,-0.3,2.6100000000000003,22,900.0,0.0,-1
136.0,1803.0,4,7.1,1.89,48,900.0,0.0,1
-204.0,1647.0,-14,-13.1,1.89,68,900.0,10.0,-1
-119.0,1799.5,-3,-0.5,7.05,12,900.0,7.0,-1
-36.0,1731.0,-2,-1.5,2.25,66,900.0,0.0,-1
-74.0,1650.0,-4,-4.1,0.09,88,900.0,0.0,-1
-197.0,1604.5,-2,-0.8,0.9599999999999997,22,600.0,12.0,-1
153.0,1821.5,5,4.8,2.1599999999999997,111,900.0,2.0,1
189.0,1604.5,2,1.5,0.25,75,600.0,12.0,1
64.0,1710.0,5,5.0,0.0,69,900.0,0.0,1
-54.0,1765.0,14,16.4,1.44,87,900.0,0.0,1
8.0,1872.0,15,3.4,18.84,87,1200.0,0.0,1
66.0,1668.0,3,0.0,2.4,62,900.0,5.0,-1
-181.0,1604.5,-9,-6.6,1.04,68,600.0,12.0,-1
30.0,2296.0,2,2.0,0.0,158,900.0,0.0,1
-41.0,1717.5,-1,-1.0,0.0,130,900.0,0.0,-1
173.0,1604.5,4,4.3,0.8099999999999999,39,600.0,12.0,1
-31.0,1719.5,-5,-3.9,1.8900000000000001,68,900.0,0.0,-1
-165.0,1604.5,2,4.5,3.05,66,600.0,12.0,-1
-6.0,1887.0,-14,-10.5,7.05,88,1200.0,0.0,-1
15.0,1719.5,6,3.3,0.8099999999999999,49,900.0,0.0,1
189.0,1604.5,-10,-4.4,13.440000000000001,76,600.0,12.0,-1
1.0,1719.5,-1,-0.6,0.24000000000000005,86,900.0,0.0,-1
125.0,1145.5,27,26.2,5.76,147,900.0,0.0,1
-181.0,1604.5,-21,-16.1,31.690000000000005,98,600.0,12.0,-1
-17.0,1719.5,3,0.4,0.8400000000000001,69,900.0,0.0,1
1.0,1719.5,2,1.9,0.09,61,900.0,0.0,1
70.0,1473.0,2,0.3,1.01,35,600.0,12.0,1
-17.0,1719.5,-2,-0.2,2.16,37,900.0,0.0,1
296.0,1560.0,-3,-0.2,2.56,48,900.0,0.0,-1
-32.0,1629.0,0,0.0,0.0,146,900.0,0.0,-1
43.0,1760.5,5,0.5,2.25,73,900.0,0.0,1
35.0,1719.5,-2,-2.0,0.0,142,900.0,0.0,-1
-16.0,2033.0,-8,-8.0,0.2,122,900.0,0.0,-1
-288.0,1561.0,-5,-4.7,0.8099999999999999,68,900.0,0.0,-1
4.0,1816.0,1,1.1,0.09,88,900.0,0.0,-1
166.0,1579.0,-1,-1.8,1.5600000000000003,58,600.0,12.0,-1
9.0,1673.5,3,-0.8,4.359999999999999,183,900.0,0.0,0
-19.0,1719.5,-6,-5.7,0.8099999999999999,36,900.0,0.0,-1
34.0,2033.0,-3,-2.5,0.25,50,900.0,0.0,-1
19.0,1719.5,5,5.0,0.0,67,900.0,0.0,0
-31.0,1719.5,-2,-2.0,0.0,118,900.0,0.0,-1
10.0,1887.0,1,1.0,0.0,70,1200.0,0.0,-1
-36.0,1714.0,11,2.8,7.56,91,900.0,0.0,1
-3.0,1719.5,0,0.8,2.7600000000000002,52,900.0,0.0,-1
-174.0,1646.0,-15,-6.8,7.56,66,1200.0,0.0,-1
84.0,2063.0,0,0.1,0.09,89,900.0,0.0,0
7.0,1673.5,-7,-6.9,0.09,116,900.0,0.0,-1
19.0,1719.5,-9,-5.7,14.01,102,900.0,0.0,-1
15.0,1719.5,3,0.4,0.8400000000000001,15,900.0,0.0,1
-290.0,1794.0,1,1.1,1.8900000000000001,38,900.0,0.0,-1
-18.0,1711.0,12,10.9,0.49000000000000005,101,900.0,0.0,1
376.0,1749.0,2,0.2,0.56,35,900.0,0.0,1
-72.0,2063.0,-8,-2.8,3.16,130,900.0,0.0,-1
-101.0,2106.5,1,1.1,0.09,72,900.0,0.0,-1
-12.0,1731.0,2,1.2,0.76,37,900.0,0.0,1
120.0,1577.0,0,0.0,0.0,51,900.0,0.0,1
-840.0,2346.0,-2,-0.6,0.43999999999999995,74,900.0,5.0,-1
30.0,1731.0,-3,-3.3,0.8099999999999999,46,900.0,0.0,-1
2.0,1711.0,5,0.8,8.760000000000002,31,900.0,0.0,1
-18.0,1711.0,2,2.2,0.15999999999999998,71,900.0,0.0,1
86.0,1962.0,-3,-3.2,0.15999999999999998,114,2700.0,45.0,-1
207.0,1525.5,3,0.5,3.45,63,900.0,0.0,1
45.0,1495.5,-1,-1.0,0.0,127,900.0,0.0,0
36.0,1711.0,-2,-0.8,2.56,74,900.0,0.0,-1
92.0,2063.0,1,2.0,1.2,52,900.0,0.0,-1
-20.0,1711.0,-8,-0.5,6.65,54,900.0,0.0,-1
-80.0,2063.0,-9,-3.4,4.639999999999999,82,900.0,0.0,-1
50.0,1790.0,-2,-2.0,0.0,118,900.0,0.0,0
38.0,1711.0,-3,-3.9,1.49,48,900.0,0.0,-1
8.0,1694.0,1,0.1,7.290000000000001,155,1200.0,5.0,1
-162.0,2079.0,1,1.5,0.85,99,900.0,0.0,0
5.0,1462.5,6,5.0,0.6,55,900.0,0.0,1
598.0,1978.0,7,2.3,7.209999999999999,31,900.0,0.0,1
-56.0,1711.0,7,5.8,0.36,69,900.0,0.0,1
-402.0,1590.0,-12,-6.5,3.85,46,900.0,0.0,-1
54.0,2005.0,-6,-3.4,3.04,44,900.0,0.0,-1
400.0,1590.0,0,0.0,0.2,11,900.0,0.0,1
70.0,1724.0,9,1.5,7.65,33,900.0,0.0,1
-56.0,2005.0,2,2.0,0.0,125,900.0,0.0,0
152.0,2079.0,2,1.3,0.21000000000000002,51,900.0,0.0,1
-56.0,1650.0,10,10.0,0.0,89,900.0,0.0,1
-90.0,1724.0,-2,-2.1,2.8900000000000006,77,900.0,0.0,1
444.0,2161.0,2,1.7,0.8100000000000002,50,900.0,0.0,-1
-98.0,2332.0,-3,-3.0,0.0,122,900.0,0.0,-1
263.0,1875.5,0,-0.2,0.96,33,900.0,5.0,1
78.0,1724.0,-5,-3.4,4.04,59,900.0,0.0,1
92.0,1951.0,5,4.8,2.1599999999999997,67,900.0,0.0,1
-80.0,1951.0,-4,-3.5,0.25,94,900.0,0.0,-1
245.0,1907.5,-1,-1.0,0.0,61,900.0,0.0,1
68.0,1951.0,5,4.5,2.25,87,900.0,0.0,1
-54.0,1951.0,-5,-4.4,0.44000000000000006,100,900.0,0.0,-1
149.0,1806.5,1,0.7,0.8100000000000002,61,900.0,0.0,1
74.0,1951.0,1,1.5,0.85,50,900.0,0.0,-1
211.0,1627.5,1,0.4,0.24000000000000005,26,900.0,0.0,1
-60.0,1951.0,-5,-3.8,0.76,94,900.0,0.0,-1
80.0,1951.0,-1,-1.9,7.289999999999999,80,900.0,0.0,-1
62.0,1484.0,-2,-0.9,1.29,15,900.0,0.0,1
-77.0,1713.5,6,2.2,3.7600000000000002,73,900.0,0.0,1
-68.0,1951.0,-5,-3.9,0.6900000000000001,96,900.0,0.0,-1
55.0,1709.5,3,2.1,0.09,69,900.0,0.0,1
32.0,1675.0,10,8.4,1.24,97,1200.0,5.0,1
-267.0,1635.5,2,2.0,0.0,117,900.0,0.0,1
52.0,2344.0,4,3.1,4.290000000000001,59,900.0,0.0,1
-185.0,1701.5,6,4.5,15.45,120,900.0,0.0,0
-173.0,1602.5,8,6.6,0.44000000000000006,97,900.0,0.0,1
193.0,1931.5,-4,-3.3,0.8099999999999999,50,900.0,0.0,-1
-33.0,2341.5,0,3.1,2.29,30,900.0,0.0,-1
261.0,1635.5,1,-0.5,1.05,31,900.0,0.0,1
-185.0,1931.5,-16,-13.3,17.61,134,900.0,0.0,-1
182.0,1572.0,-15,-14.7,0.21000000000000002,96,2700.0,0.0,-1
-39.0,1655.5,-7,-7.0,0.0,106,900.0,0.0,-1
165.0,1602.5,18,11.6,6.640000000000001,59,900.0,0.0,1
425.0,1630.5,21,17.7,16.009999999999998,79,900.0,0.0,1
402.0,1592.0,18,8.5,24.85,63,900.0,0.0,1
57.0,1655.5,-7,1.6,10.44,62,900.0,0.0,-1
-11.0,1752.5,-3,-3.0,0.0,68,900.0,0.0,-1
-423.0,1630.5,-15,-8.9,14.690000000000001,50,900.0,0.0,-1
-220.0,1603.0,5,2.0,3.0,71,900.0,0.0,1
1.0,1677.5,-5,-5.7,2.21,78,900.0,0.0,-1
421.0,1630.5,5,3.9,7.090000000000001,101,900.0,0.0,1
177.0,1931.5,14,10.3,32.010000000000005,137,900.0,0.0,1
212.0,1603.0,9,4.2,18.36,27,900.0,0.0,1
-55.0,1662.5,5,3.9,1.09,51,900.0,5.0,1
-419.0,1630.5,-15,-3.2,20.560000000000002,34,900.0,0.0,-1
-400.0,1592.0,-6,-4.0,5.0,58,900.0,0.0,-1
417.0,1630.5,-1,0.0,1.6,43,900.0,0.0,1
95.0,1785.5,1,0.3,1.0100000000000002,21,900.0,0.0,1
15.0,1677.5,-9,-4.4,2.44,80,900.0,0.0,-1
55.0,1662.5,2,1.4,1.44,64,900.0,5.0,-1
59.0,1745.5,7,0.6,10.240000000000002,120,900.0,0.0,1
-47.0,1895.5,4,3.9,0.09,81,900.0,15.0,1
-117.0,1785.5,0,-0.3,0.20999999999999996,65,900.0,0.0,1
-45.0,1767.5,-1,-1.0,0.0,84,900.0,15.0,-1
-115.0,1145.5,-27,-18.1,44.290000000000006,76,900.0,0.0,-1
-16.0,1685.0,-1,-1.5,0.25,51,900.0,0.0,1
180.0,1698.0,11,10.1,1.89,79,900.0,0.0,1
-55.0,1662.5,0,0.0,0.0,17,900.0,5.0,1
121.0,1145.5,-5,-5.0,0.0,90,900.0,0.0,0
-343.0,1670.5,-2,0.3,3.6100000000000003,50,900.0,0.0,-1
171.0,1700.5,-1,-1.0,0.0,48,900.0,0.0,-1
-195.0,1700.5,11,4.2,20.16,49,900.0,0.0,1
-77.0,1698.5,10,1.1,9.09,39,900.0,0.0,1
219.0,1700.5,-11,-2.4,9.239999999999998,56,900.0,0.0,-1
339.0,1670.5,2,0.0,0.6,23,900.0,0.0,1
134.0,1573.0,2,2.0,0.0,88,900.0,0.0,1
63.0,1767.5,-6,-1.0,3.0,110,900.0,15.0,-1
-229.0,1700.5,-3,-3.0,0.0,71,900.0,0.0,0
223.0,1700.5,11,4.4,9.84,47,900.0,0.0,1
-215.0,1700.5,-14,-10.7,8.610000000000001,60,900.0,0.0,-1
-697.0,2503.5,-5,-2.7,1.01,84,900.0,1.0,-1
-172.0,1698.0,-6,-6.0,0.0,144,900.0,0.0,-1
207.0,1700.5,9,9.5,0.85,63,900.0,0.0,1
-199.0,1700.5,-16,-10.4,13.440000000000001,136,900.0,0.0,-1
33.0,1895.5,8,-0.1,7.290000000000001,27,900.0,15.0,1
-156.0,1573.0,2,-0.1,1.8900000000000001,43,900.0,0.0,1
207.0,1700.5,-3,-3.0,0.0,170,900.0,0.0,0
-51.0,1895.5,7,1.6,12.640000000000002,107,900.0,15.0,1
-120.0,1613.0,-16,-11.2,3.3600000000000003,94,1200.0,0.0,-1
146.0,1573.0,5,2.4,9.04,49,900.0,0.0,1
76.0,1963.0,3,0.4,0.8400000000000001,47,900.0,5.0,1
-199.0,1700.5,-9,-9.0,0.0,62,900.0,0.0,-1
191.0,1700.5,8,5.7,10.01,69,900.0,0.0,1
-183.0,1700.5,-13,-3.2,14.360000000000003,92,900.0,0.0,-1
567.0,2567.5,6,3.2,5.5600000000000005,57,900.0,1.0,1
15.0,1500.5,-1,-0.7,0.21000000000000002,54,900.0,0.0,-1
-96.0,1963.0,14,10.2,1.7599999999999998,63,900.0,5.0,1
207.0,1700.5,-5,-5.0,0.0,58,900.0,0.0,-1
-199.0,1700.5,-16,-10.9,13.290000000000001,120,900.0,0.0,-1
-34.0,1500.0,10,1.1,9.09,73,900.0,0.0,1
164.0,1698.0,-5,1.4,10.240000000000002,155,900.0,0.0,1
-124.0,1787.0,1,1.0,0.0,95,900.0,0.0,1
100.0,1617.0,4,2.0,1.8,39,900.0,0.0,1
-20.0,2038.0,-6,-6.5,15.85,104,900.0,0.0,-1
-142.0,1861.0,-3,-6.7,4.21,96,900.0,0.0,-1
-71.0,1642.5,-12,-5.3,20.009999999999998,136,900.0,0.0,-1
-106.0,1767.0,0,-0.9,0.09,121,900.0,0.0,0
57.0,1642.5,11,9.3,1.01,65,900.0,0.0,1
165.0,1606.5,1,0.2,2.3600000000000003,59,900.0,0.0,1
68.0,2001.0,-10,-1.9,7.289999999999999,66,900.0,0.0,-1
-77.0,1642.5,7,6.6,3.6399999999999997,55,900.0,0.0,1
-154.0,1698.0,-9,-5.4,15.440000000000001,64,900.0,0.0,-1
88.0,1998.0,1,1.0,0.0,117,900.0,0.0,1
-48.0,1744.0,-12,-4.8,5.76,98,900.0,0.0,-1
-59.0,1537.5,5,0.5,2.25,77,900.0,0.0,1
51.0,1816.5,9,5.6,13.040000000000001,107,900.0,0.0,1
-83.0,1556.5,-8,-5.3,0.8099999999999999,48,900.0,0.0,-1
37.0,1895.5,1,0.7,2.21,63,900.0,15.0,1
84.0,1540.0,2,0.3,7.01,72,900.0,0.0,-1
-189.0,1606.5,11,5.4,13.440000000000001,103,900.0,0.0,1
36.0,1750.0,-2,-1.1,0.29,63,900.0,0.0,1
-7.0,1609.5,3,2.2,1.9600000000000002,66,900.0,0.0,-1
-300.0,1765.0,-1,-0.1,0.09,22,900.0,0.0,-1
16.0,1951.0,4,1.3,0.8100000000000002,93,900.0,0.0,1
-398.0,1406.0,-20,-13.7,8.010000000000002,52,900.0,0.0,-1
-68.0,1538.0,-1,-3.9,1.8900000000000001,53,900.0,0.0,-1
213.0,1606.5,-6,-5.2,0.76,78,900.0,0.0,-1
-121.0,1580.5,-7,-6.6,0.43999999999999995,110,900.0,0.0,-1
-54.0,1750.0,18,14.0,16.0,109,900.0,0.0,1
-9.0,1955.5,-7,-1.3,4.41,40,900.0,0.0,1
-39.0,1895.5,3,1.3,0.61,125,900.0,15.0,0
76.0,1796.0,-4,-1.3,0.8100000000000002,36,900.0,0.0,-1
446.0,2254.0,7,3.4,4.44,127,900.0,0.0,1
-233.0,1908.5,-7,-5.5,2.05,56,900.0,0.0,-1
59.0,1653.5,0,0.0,0.0,141,900.0,0.0,0
-131.0,1570.5,-18,-7.1,18.29,76,900.0,0.0,-1
73.0,1562.5,9,3.2,6.16,63,900.0,0.0,1
-62.0,1796.0,-2,-0.6,1.04,34,900.0,0.0,-1
482.0,2523.0,7,4.3,8.010000000000002,82,900.0,0.0,1
40.0,1750.0,2,1.7,0.8100000000000002,49,900.0,0.0,1
-43.0,1654.5,-7,-7.0,0.0,84,900.0,0.0,-1
247.0,1631.5,10,6.9,26.889999999999997,46,900.0,0.0,1
153.0,1585.5,7,6.3,0.21000000000000002,127,900.0,0.0,1
39.0,1800.5,9,-0.4,13.64,75,900.0,0.0,1
-104.0,1890.0,-11,-11.0,0.0,119,900.0,0.0,1
103.0,1583.5,10,2.9,5.6899999999999995,121,900.0,0.0,1
-26.0,1750.0,-5,-5.9,10.690000000000001,66,900.0,0.0,-1
64.0,1653.0,-6,-3.9,2.69,106,900.0,0.0,-1
57.0,1895.5,-8,-0.9,13.49,66,900.0,15.0,-1
-482.0,1847.0,0,0.0,0.0,31,900.0,0.0,1
-41.0,2036.5,1,0.4,0.8400000000000001,57,900.0,0.0,1
68.0,1991.0,0,0.0,0.0,129,900.0,0.0,1
-142.0,1677.0,10,3.3,6.21,53,900.0,0.0,1
115.0,1650.5,11,8.1,4.6899999999999995,47,900.0,0.0,1
-77.0,1895.5,9,6.0,11.4,49,900.0,15.0,1
-9.0,1672.5,-9,-1.1,7.890000000000001,42,900.0,0.0,-1
-143.0,1585.5,-2,-1.9,7.090000000000001,56,900.0,0.0,-1
27.0,1672.5,-7,-2.0,3.0,56,900.0,0.0,-1
213.0,1948.5,4,4.6,1.44,41,900.0,0.0,1
-45.0,1672.5,2,2.4,2.04,43,900.0,0.0,1
-64.0,1996.0,0,0.0,0.0,122,900.0,0.0,-1
4.0,1657.0,1,1.0,0.0,79,900.0,0.0,1
-71.0,1728.5,-1,-1.7,5.81,114,900.0,0.0,0
86.0,1640.0,-1,-1.0,0.0,188,900.0,0.0,0
-102.0,2106.0,2,2.0,0.0,179,900.0,0.0,0
86.0,1699.0,0,-0.1,0.09,25,900.0,0.0,1
-344.0,2108.0,-11,-6.5,20.25,76,900.0,0.0,-1
-5.0,1645.5,1,0.6,0.64,44,900.0,0.0,-1
52.0,1726.0,0,-1.2,0.9599999999999997,45,900.0,0.0,1
50.0,1996.0,1,0.4,2.24,83,900.0,0.0,1
73.0,1754.5,-7,-3.9,1.8900000000000001,60,900.0,0.0,-1
90.0,2106.0,1,0.1,0.09,61,900.0,0.0,1
-355.0,2100.5,-5,-4.7,0.21000000000000002,96,900.0,0.0,-1
18.0,1631.0,10,1.4,9.239999999999998,57,1200.0,10.0,1
-36.0,1996.0,2,2.0,0.0,86,900.0,0.0,-1
-78.0,2106.0,-3,-0.6,1.44,36,900.0,0.0,-1
259.0,1809.5,1,1.1,0.09,19,900.0,0.0,1
-37.0,1816.5,-6,-1.1,3.4900000000000007,64,900.0,0.0,-1
453.0,1687.5,4,3.9,1.09,39,900.0,0.0,1
-229.0,1698.5,-4,-2.7,14.810000000000002,81,900.0,0.0,1
-449.0,1688.5,-3,-4.1,1.09,68,900.0,0.0,-1
445.0,1689.5,4,4.6,0.24,67,900.0,0.0,1
-24.0,1796.0,-6,-6.0,5.0,66,900.0,0.0,-1
-440.0,1691.0,-1,-0.1,0.09,18,900.0,0.0,-1
435.0,1692.5,14,5.8,7.56,57,900.0,0.0,1
-430.0,1694.0,-6,-1.3,3.21,22,900.0,0.0,-1
425.0,1695.5,10,1.4,8.44,27,900.0,0.0,1
-12.0,1611.0,-1,-1.3,0.8100000000000002,71,900.0,0.0,1
-420.0,1697.0,-4,-1.6,1.44,24,900.0,0.0,-1
221.0,1698.5,10,9.9,0.09,119,900.0,0.0,1
-213.0,1698.5,-10,-9.9,0.09,110,900.0,0.0,-1
-215.0,1716.5,-1,-1.0,0.0,89,900.0,0.0,0
-72.0,2731.0,0,0.0,0.0,168,900.0,5.0,0
374.0,1750.0,2,2.0,0.0,41,900.0,0.0,1
42.0,1796.0,-7,-7.0,0.0,90,900.0,0.0,-1
205.0,1698.5,12,6.4,13.440000000000001,127,900.0,0.0,1
-389.0,1924.5,-1,-0.3,0.20999999999999996,13,900.0,10.0,0
-231.0,1698.5,3,1.7,2.01,37,900.0,0.0,1
-288.0,1730.0,19,12.7,8.61,65,900.0,0.0,1
10.0,1811.0,9,7.4,0.43999999999999995,89,900.0,0.0,1
175.0,1540.5,-14,-4.0,12.4,44,900.0,0.0,-1
-46.0,1805.0,-1,-1.5,2.25,58,900.0,0.0,-1
-182.0,1548.0,-7,-2.7,2.81,38,900.0,0.0,-1
268.0,1725.0,6,7.2,0.5599999999999999,85,900.0,0.0,1
716.0,1549.0,2,1.1,0.09,49,900.0,0.0,1
74.0,1720.0,6,1.6,2.24,69,900.0,0.0,1
372.0,1395.0,5,0.4,2.4399999999999995,47,900.0,0.0,1
27.0,1957.5,-2,-2.2,3.3600000000000003,47,900.0,0.0,1
-279.0,1948.5,-3,-3.1,2.69,52,900.0,0.0,-1
317.0,1942.5,0,-0.9,2.49,45,900.0,0.0,1
364.0,2509.0,7,4.6,0.8400000000000001,57,900.0,0.0,1
74.0,1785.0,2,0.5,0.45,59,900.0,0.0,1
-45.0,1957.5,0,1.1,0.49000000000000005,79,900.0,0.0,1
99.0,1896.5,-8,-4.5,5.45,42,900.0,15.0,-1
381.0,1875.5,2,-0.2,2.16,53,1200.0,0.0,1
-105.0,1714.5,10,10.0,0.0,137,900.0,0.0,1
-368.0,1395.0,-6,-1.2,3.3600000000000003,28,900.0,0.0,-1
364.0,1395.0,9,8.8,0.16,77,900.0,0.0,1
-360.0,1395.0,-10,-5.5,2.25,80,900.0,0.0,-1
-357.0,2507.5,-4,-2.4,1.8400000000000003,66,900.0,0.0,-1
-197.0,1929.5,-3,-3.0,0.0,97,900.0,0.0,1
-31.0,1815.5,1,0.1,0.09,21,900.0,0.0,1
350.0,2506.0,9,3.0,6.0,67,900.0,0.0,1
15.0,1511.5,7,7.0,0.0,77,600.0,12.0,1
356.0,1395.0,9,0.9,7.290000000000001,33,900.0,0.0,1
-122.0,1151.0,-18,-18.5,0.25,66,900.0,0.0,-1
-551.0,1780.5,-17,-11.2,4.76,46,600.0,12.0,-1
-87.0,1896.5,2,2.0,0.0,56,900.0,15.0,-1
-97.0,1534.5,-2,-3.4,3.6399999999999997,59,900.0,0.0,1
75.0,1896.5,7,2.8,2.76,41,900.0,15.0,1
-115.0,2220.5,-6,-5.3,0.21000000000000002,76,900.0,0.0,-1
275.0,1889.5,4,4.5,10.45,68,900.0,0.0,-1
-61.0,1896.5,-1,-0.3,1.81,72,900.0,15.0,-1
-370.0,2099.0,2,2.0,0.0,106,900.0,0.0,0
-219.0,1936.5,0,0.0,0.0,77,900.0,0.0,0
-22.0,1733.0,-1,-0.1,0.09,20,900.0,0.0,-1
47.0,1896.5,1,0.0,0.2,59,900.0,15.0,1
144.0,1905.0,3,0.6,1.44,49,900.0,0.0,1
70.0,2013.0,-2,-0.2,0.96,133,900.0,0.0,0
56.0,2319.0,1,-1.5,2.25,59,900.0,0.0,1
-311.0,1885.5,-1,-1.0,0.0,85,900.0,0.0,1
-367.0,1397.5,-17,-7.3,20.81,58,900.0,0.0,-1
-324.0,1882.0,0,-0.3,0.61,32,900.0,0.0,-1
-114.0,1152.0,-36,-32.0,16.0,126,900.0,0.0,-1
118.0,1708.0,-5,-2.6,9.639999999999999,80,1500.0,25.0,-1
-64.0,1707.0,6,6.2,0.96,51,900.0,0.0,1
